CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
6223122,8/22/2016 11:21,10/17/2016 17:11,10/17/2016 17:11,Closed,Case Resolved - tree is very stable. the leader has corrected itself. the tree requires pruning only.    Notes:tree is not leaning hazardously. requires pruning to improve structure. tree trunk does not lack clearance..   BUF Action:Inspect. date completed - 8/24/2016.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Other_enter_additional_details_below,"50 DIANA ST, SAN FRANCISCO, CA, 94124",10,Silver Terrace,"(37.730516653397, -122.396381407649)",Voice In,
6223116,8/22/2016 11:20,8/22/2016 16:10,8/22/2016 16:10,Closed,Case Resolved - no trees near this intersection.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,Intersection of ASHBURY ST and FULTON ST,5,Lone Mountain,"(37.7755991510669, -122.448067960636)",Voice In,
6223247,8/22/2016 11:44,10/17/2016 17:19,10/17/2016 17:19,Closed,Case Resolved - Will confer a my supervisor about this tree but it's current condition doesn't look to warrant removal at this time. possibly a prune for very minor dead wood.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Other_enter_additional_details_below,"771 DOLORES ST, SAN FRANCISCO, CA, 94110",8,Dolores Heights,"(37.757119757374, -122.425376048742)",Voice In,
6223576,8/22/2016 12:48,10/17/2016 17:11,10/17/2016 17:11,Closed,Case Resolved - Request Letter Sent.   owner sent letter. not a safety issue    Notes:Dead tree. .   BUF Action:Inspect. date completed - 9/14/2016.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,About_to_fall,"2701 LEAVENWORTH ST, SAN FRANCISCO, CA, 94133",2,Fisherman's Wharf,"(37.806116248106, -122.418920766125)",Voice In,
5820037,5/2/2016 7:43,5/18/2016 3:39,5/18/2016 3:39,Closed,Case Resolved - pruning request already exists,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Hitting_window_or_building,"1925 ALEMANY BLVD, SAN FRANCISCO, CA, 94112",11,Cayuga,"(37.721059753131, -122.438760913094)",Voice In,
6224798,8/22/2016 15:45,8/22/2016 17:25,8/22/2016 17:25,Closed,Case Resolved - @ 4:36pm Per Chris Owner of Tree is declining help from dpw. The Owner will remove the tree branch herself./Tala.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,"1299 LOMBARD ST, SAN FRANCISCO, CA, 94109",2,Russian Hill,"(37.801464166834, -122.422637674843)",Voice In,
6225399,8/22/2016 17:21,10/17/2016 17:18,10/17/2016 17:18,Closed,Case Resolved - branch removed,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"550 BAKER ST, SAN FRANCISCO, CA, 94117",5,Panhandle,"(37.776161062698, -122.44121919907)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57bb96f4df86899a7bfe637d/report.jpg
5537317,2/4/2016 20:37,8/11/2016 8:25,8/11/2016 8:25,Closed,Case Resolved - Not our planters,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Other,"1986 PAGE ST, SAN FRANCISCO, CA, 94117",5,Haight Ashbury,"(37.77018517289, -122.453495079611)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56b426f9df8648dfdd11e616/report.jpg
6043816,7/2/2016 14:55,8/11/2016 6:55,8/11/2016 6:55,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Restake_tree,Intersection of 14TH ST and FOLSOM ST,9,Mission,"(37.768537410802, -122.415613952496)",Voice In,
6134750,7/29/2016 12:21,8/11/2016 8:40,8/11/2016 8:40,Closed,Case Resolved -,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Weeding,Intersection of BURLWOOD DR and BELLA VISTA WAY,7,Miraloma Park,"(37.7351480310816, -122.451698095741)",Voice In,
6143831,8/1/2016 11:54,8/11/2016 15:16,8/11/2016 15:16,Closed,Case Resolved -   Notes:planting request exists for the two sites at 286 Ocean.   BUF Action:Inspect. date completed - 8/11/2016.,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"280 OCEAN AVE, SAN FRANCISCO, CA, 94112",11,Mission Terrace,"(37.723264251282, -122.442615949983)",Voice In,
6176124,8/9/2016 14:32,8/11/2016 10:10,8/11/2016 10:10,Closed,Case Resolved - duplicate request,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,Intersection of 16TH ST and DOLORES ST,8,Mission Dolores,"(37.7646456161497, -122.426381726559)",Voice In,
6178820,8/10/2016 10:30,8/11/2016 9:55,8/11/2016 9:55,Closed,"Case Resolved -  Request closed by in Operations system   at Aug 11 2016 12:00AM.  Notes = ""  Notes:tree needs to be pruned away from the light .   BUF Action:Inspect-PUC. date completed - 8/11/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"278 CHENERY ST, SAN FRANCISCO, CA, 94131",8,Fairmount,"(37.737601767713, -122.427219770322)",Web Self Service,
6180321,8/10/2016 14:38,,8/11/2016 11:56,Open,accepted,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Lawn_mowing,Intersection of EL CAMINO DEL MAR and MCLAREN AVE,2,Seacliff,"(37.7863641173057, -122.49025394043)",Voice In,
6183082,8/11/2016 10:02,,8/11/2016 10:02,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,Intersection of 16TH ST and VALENCIA ST,8,Mission,"(37.7649173279987, -122.421886343791)",Open311,
6183331,8/11/2016 10:39,8/22/2016 23:27,8/22/2016 23:27,Closed,Case Resolved - privately maintained,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"443 FOERSTER ST, SAN FRANCISCO, CA, 94127",7,Sunnyside,"(37.732197149531, -122.448988939858)",Voice In,
6183728,8/11/2016 11:34,8/24/2016 8:40,8/24/2016 8:40,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Hitting_window_or_building,"5810 MISSION ST, SAN FRANCISCO, CA, 94112",11,Outer Mission,"(37.709334039327, -122.451528859306)",Voice In,
6183925,8/11/2016 12:05,10/17/2016 17:01,10/17/2016 17:01,Closed,Case Resolved -   Notes:The tree across from 793 gates is on housing authority property. I Wil notify my contacts there.   BUF Action:Inspect. date completed - 8/31/2016.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"793 GATES ST, SAN FRANCISCO, CA, 94110",9,Bernal Heights,"(37.733396925223, -122.414333483301)",Voice In,
6184030,8/11/2016 12:25,8/22/2016 23:26,8/22/2016 23:26,Closed,Case Resolved - Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of 18TH AVE and RIVERA ST,7,Golden Gate Heights,"(37.7468268419467, -122.474887420619)",Voice In,
6184621,8/11/2016 14:12,8/11/2016 15:10,8/11/2016 15:10,Closed,Cancelled -  We have NO irrigation on our trees. I believe these trees belong to the SF School District.,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Sprinkler_system_issues,Intersection of VAN NESS AVE and HAYES ST,5,Civic Center,"(37.7772999080878, -122.419693542124)",Voice In,
6184708,8/11/2016 14:26,10/17/2016 16:56,10/17/2016 16:56,Closed,Case Resolved - Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of 8TH ST and TOWNSEND ST,10,Showplace Square,"(37.7700628255369, -122.403877755558)",Voice In,
6338805,9/22/2016 10:05,10/3/2016 10:55,10/3/2016 10:55,Closed,Case Resolved -,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Sprinkler_system_issues,Intersection of 37TH AVE and NORIEGA ST,4,Outer Sunset,"(37.7533901390306, -122.49576037397)",Voice In,
6338888,9/22/2016 10:20,9/26/2016 14:00,9/26/2016 14:00,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"5233 GEARY BLVD, SAN FRANCISCO, CA, 94118",1,Inner Richmond,"(37.780302497472, -122.475679144359)",Voice In,
6184862,8/11/2016 14:51,,8/31/2016 0:49,Open,accepted,RPD Park Service Area 4 Queue,Tree Maintenance,Trees - Landscaping,Other,"1738 GREAT HWY, SAN FRANCISCO, CA, 94122",4,Outer Sunset,"(37.75394231855, -122.508419265269)",Web Self Service,
6185173,8/11/2016 15:50,10/17/2016 17:00,10/17/2016 17:00,Closed,Case Resolved - public works will not be agreeable to removing trees. will contact you to discuss.     Notes:SFMTA request to remove trees. Recommend young structural prune.   BUF Action:Inspect-MTA. date completed - 10/12/2016.,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,Intersection of 27TH AVE and JUDAH ST,4,Outer Sunset,"(37.7613227489231, -122.485568287225)",Web Self Service,
6185428,8/11/2016 16:40,8/11/2016 18:10,8/11/2016 18:10,Closed,Case Resolved - Called - Daisy--  PGE-- ( Sacramento  Office),DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,About_to_fall,"442 NOE ST, SAN FRANCISCO, CA, 94114",8,Castro,"(37.761894127973, -122.433073556127)",Voice In,
6185583,8/11/2016 17:23,8/26/2016 16:10,8/26/2016 16:10,Closed,Case Resolved - duplicate request. discarding.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"233 CHURCH ST, SAN FRANCISCO, CA, 94114",8,Mission Dolores,"(37.766960072804, -122.428716747578)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57ad16fbdf865095a1805113/report.jpg
6185623,8/11/2016 17:36,10/17/2016 17:00,10/17/2016 17:00,Closed,Case Resolved - Request Letter Sent.       Notes:Letter created.   BUF Action:Inspect. date completed - 8/24/2016.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"3223 17TH ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763406769351, -122.417927947786)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57ad1a03df865095a180515d/1470961982236.jpg
6185729,8/11/2016 17:57,11/4/2016 15:10,11/4/2016 15:10,Closed,Cancelled -,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Weeding,Intersection of OCTAVIA ST and ROSE ST,5,Lower Haight,"(37.7734038739213, -122.424012039794)",Voice In,
6185767,8/11/2016 18:07,8/23/2016 13:11,8/23/2016 13:11,Closed,Case Resolved - Request Letter Sent.   letter sent to homeowner to prune tree,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of 39TH AVE and CLEMENT ST,1,Outer Richmond,"(37.7813271868492, -122.49987041342)",Voice In,
6186088,8/11/2016 20:35,8/22/2016 23:26,8/22/2016 23:26,Closed,Case Resolved - this is the wrong address should be 430 pacific. New request generated,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"755 SANSOME ST, SAN FRANCISCO, CA, 94111",3,North Beach,"(37.797321135518, -122.402138793334)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57ad43eedf865095a1805902/report.jpg
6186212,8/11/2016 22:03,8/15/2016 7:10,8/15/2016 7:10,Closed,Case Transferred - Should be routed to 311 Call Center,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Weeding,"2694 38TH AVE, SAN FRANCISCO, CA, 94116",4,Parkside,"(37.736709835658, -122.495510132502)",Voice In,
6491247,11/3/2016 8:59,11/4/2016 9:40,11/4/2016 9:40,Closed,Case Transferred - Should be routed to 311 Call Center   This is privately maintained.,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Sprinkler_system_issues,"700 TOWNSEND ST, SAN FRANCISCO, CA, 94103",6,Showplace Square,"(37.770075183007, -122.404294247071)",Voice In,
6011414,6/23/2016 12:39,8/12/2016 21:10,8/12/2016 21:10,Closed,"Case Resolved -  Request closed by in Operations system   at Aug 12 2016 11:09AM.  Notes = ""  Notes:from CMMS: .   BUF Action:Remove-Plant (Landscape): CMMS. date completed - 8/12/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"426 BROADWAY, SAN FRANCISCO, CA, 94133",3,North Beach,"(37.798309718646, -122.404411449977)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/576c3ad4df8692b71f5a6036/report.jpg
6022316,6/27/2016 7:54,8/12/2016 9:40,8/12/2016 9:40,Closed,Case Resolved -,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Weeding,Intersection of GUERRERO ST and 28TH ST,8,Noe Valley,"(37.7455787658221, -122.422218448018)",Voice In,http://mobile311.sfgov.org/media/san_francisco/report/photos/576cb50ddf8692b71f5a6b8c/photo_20160623_211952.jpg
6121053,7/25/2016 23:05,8/12/2016 12:55,8/12/2016 12:55,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"3438 BALBOA ST, SAN FRANCISCO, CA, 94121",1,Outer Richmond,"(37.775934559225, -122.495895883363)",Open311,
6130295,7/28/2016 9:57,8/12/2016 9:25,8/12/2016 9:25,Closed,Cancelled -,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Shrubbery_blocking_visibility,Intersection of ALABAMA ST and PRECITA AVE,9,Bernal Heights,"(37.7473541161345, -122.410495189547)",Web Self Service,
6130879,7/28/2016 11:52,8/12/2016 6:25,8/12/2016 6:25,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Hanging_limb,"565 DOLORES ST, SAN FRANCISCO, CA, 94110",8,Mission Dolores,"(37.760472701028, -122.425738890739)",Voice In,
6173548,8/9/2016 7:58,9/6/2016 6:10,9/6/2016 6:10,Closed,Case Resolved -,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Weeding,Intersection of OCEAN AVE and CAYUGA AVE,11,Cayuga,"(37.7236011485975, -122.438808726135)",Voice In,
6182672,8/11/2016 8:59,8/12/2016 5:55,8/12/2016 5:55,Closed,Cancelled -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,"284 ROOSEVELT WAY, SAN FRANCISCO, CA, 94114",8,Buena Vista,"(37.765546278106, -122.441050762368)",Voice In,
6344521,9/23/2016 16:41,10/17/2016 23:10,10/17/2016 23:10,Closed,Case Resolved - private tree. transferred to graffiti,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"618 FILLMORE ST, SAN FRANCISCO, CA, 94117",5,Hayes Valley,"(37.775260274844, -122.430923934795)",Twitter,
6185655,8/11/2016 17:42,8/12/2016 9:40,8/12/2016 9:40,Closed,Cancelled -,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,Intersection of 24TH ST and HARRISON ST,9,Mission,"(37.7526285022298, -122.411899811917)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57ad1b7fdf865095a1805269/report.jpg
6185701,8/11/2016 17:51,8/12/2016 13:40,8/12/2016 13:40,Closed,Cancelled -,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Weeding,Intersection of OCTAVIA ST and ROSE ST,5,Lower Haight,"(37.7734038739213, -122.424012039794)",Voice In,
6186416,8/12/2016 5:49,,8/12/2016 5:49,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,Intersection of SLOAT BLVD and SUNSET BLVD OFF RAMP,7,Lakeshore,"(37.7338788867135, -122.492418132236)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57adc5dbdf865095a1805df8/report.jpg
6186762,8/12/2016 8:31,8/17/2016 13:00,8/17/2016 13:00,Closed,"Case Resolved -  Request closed by in Operations system   at Aug 17 2016 12:00AM.  Notes = ""  Notes:empty basin. adjacent property is city. might require internal quote or belongs to Port..   BUF Action:Inspect. date completed - 8/17/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,Intersection of GRANT AVE and NORTH POINT ST,3,Fisherman's Wharf,"(37.8071631744328, -122.408897230834)",Web Self Service,
6186770,8/12/2016 8:33,8/23/2016 14:25,8/23/2016 14:25,Closed,Cancelled -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,Intersection of STANYAN ST and FELL ST,5,Panhandle,"(37.7719305017328, -122.454083090168)",Voice In,
6186839,8/12/2016 8:47,8/23/2016 23:10,8/23/2016 23:10,Closed,Case Resolved - request is in the system for replant. please be patient. we are behind.,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"241 6TH AVE, SAN FRANCISCO, CA, 94118",1,Inner Richmond,"(37.78406662911, -122.464571208265)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57adef80df865095a18064b1/report.jpg
6186962,8/12/2016 9:14,8/12/2016 10:10,8/12/2016 10:10,Closed,Case Resolved - to carla short,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Other,"24th and York Mini Park, , SAN FRANCISCO, CA, 94110",9,Mission,"(37.753060112, -122.4085747)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57adf5cadf865095a1806653/photo_20160812_091343.jpg
6187007,8/12/2016 9:20,8/18/2016 18:12,8/18/2016 18:12,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"2876 24TH ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.752874524613, -122.409646803686)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57adf73ddf865095a180671a/photo_20160812_091950.jpg
6187065,8/12/2016 9:29,8/12/2016 10:10,8/12/2016 10:10,Closed,Case Resolved - e mail to carla short,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"2200 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.761606391189, -122.419760843643)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57adf943df865095a1806832/photo_20160812_092824.jpg
6187081,8/12/2016 9:31,8/12/2016 11:10,8/12/2016 11:10,Closed,Case Resolved - to carla short,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,Intersection of 24TH ST and HARRISON ST,9,Mission,"(37.7526285022298, -122.411899811917)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57adf9d4df865095a180689d/photo_20160812_093045.jpg
6187092,8/12/2016 9:32,8/12/2016 10:10,8/12/2016 10:10,Closed,Case Resolved - e mail to carla short,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"2200 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.761606391189, -122.419760843643)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57adfa33df865095a18068db/photo_20160812_093222.jpg
6187120,8/12/2016 9:39,8/12/2016 10:10,8/12/2016 10:10,Closed,Case Resolved - e mail to carla short,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"2200 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.761606391189, -122.419760843643)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57adfba8df865095a1806986/photo_20160812_093839.jpg
6187161,8/12/2016 9:47,8/16/2016 13:12,8/16/2016 13:12,Closed,Case Resolved - to Carla Short,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"2806 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.752343885428, -122.414264400063)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57adfd95df865095a1806a29/photo_20160812_094703.jpg
6187222,8/12/2016 10:01,10/17/2016 16:56,10/17/2016 16:56,Closed,Case Resolved - to Carla Short. The basin will be paved,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,Intersection of 24TH ST and LILAC ST,9,Mission,"(37.7522712511524, -122.417876793921)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57ae00ecdf865095a1806b6f/photo_20160812_100057.jpg
6187304,8/12/2016 10:15,8/22/2016 23:26,8/22/2016 23:26,Closed,Case Resolved - called customer.,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"690 ILLINOIS ST, SAN FRANCISCO, CA, 94107",10,Dogpatch,"(37.763239859262, -122.387859559832)",Web Self Service,
6187428,8/12/2016 10:44,11/29/2016 5:10,11/29/2016 5:10,Closed,Case Resolved -,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Weeding,Intersection of YOSEMITE AVE and 3RD ST,10,Bayview,"(37.7277334936548, -122.393232827392)",Voice In,
6187713,8/12/2016 11:46,8/22/2016 23:27,8/22/2016 23:27,Closed,"Case Resolved - trees touching low voltage wires is okay; it is the primary, high voltage lines that cannot be touched. pg&e inspects yearly for the high voltage lines. no work needed.",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_street_lights,"109 DOUGLASS ST, SAN FRANCISCO, CA, 94114",8,Eureka Valley,"(37.761898896296, -122.439316443822)",Voice In,
6188170,8/12/2016 13:28,9/14/2016 9:40,9/14/2016 9:40,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Hanging_limb,"1998 ALEMANY BLVD, SAN FRANCISCO, CA, 94112",11,Cayuga,"(37.720086027387, -122.439838170517)",Voice In,
6188204,8/12/2016 13:35,8/18/2016 11:40,8/18/2016 11:40,Closed,"Case Resolved -  Request closed by in Operations system   at Aug 18 2016 12:00AM.  Notes = ""  Notes:bougainvaillea hanging low .   BUF Action:Inspect. date completed - 8/18/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"114 FAIR OAKS ST, SAN FRANCISCO, CA, 94110",8,Dolores Heights,"(37.754561550801, -122.42435911648)",Open311,
6188377,8/12/2016 14:04,10/17/2016 17:00,10/17/2016 17:00,Closed,Case Resolved - trees may touch communication wires call pge 5000 of overhead wires,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Near_communication_line,"10 HYDE ST, SAN FRANCISCO, CA, 94102",2,Fisherman's Wharf,"(37.806001241472, -122.420266843825)",Voice In,
6188915,8/12/2016 15:47,10/17/2016 17:00,10/17/2016 17:00,Closed,Case Resolved - Request Letter Sent.   Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_traffic_signal,"201 EDINBURGH ST, SAN FRANCISCO, CA, 94112",11,Excelsior,"(37.725676909928, -122.428298552724)",Voice In,
6189091,8/12/2016 16:16,8/18/2016 15:55,8/18/2016 15:55,Closed,"Case Resolved -  Request closed by in Operations system   at Aug 18 2016 12:00AM.  Notes = ""  Notes:tree not dead. healthy buds. some dieback.   BUF Action:Inspect. date completed - 8/18/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Dead_tree,"730 COLE ST, SAN FRANCISCO, CA, 94117",5,Cole Valley,"(37.767664762637, -122.450175592263)",Voice In,
6189606,8/12/2016 18:31,8/23/2016 23:10,8/23/2016 23:10,Closed,Case Resolved - Request Letter Sent.   letter was sent to homeowner for pruning,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"557 3RD AVE, SAN FRANCISCO, CA, 94118",1,Inner Richmond,"(37.778177085725, -122.460994327686)",Voice In,
6189677,8/12/2016 19:00,8/17/2016 15:55,8/17/2016 15:55,Closed,"Case Resolved -  Request closed by in Operations system   at Aug 17 2016 12:00AM.  Notes = ""  Notes:tree recommended for pruning for street clearance.   BUF Action:Inspect-MTA. date completed - 8/17/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of BAKER ST and MCALLISTER ST,5,Western Addition,"(37.7773733294008, -122.441678083798)",Voice In,
6189681,8/12/2016 19:02,8/17/2016 15:25,8/17/2016 15:25,Closed,"Case Resolved -  Request closed by in Operations system   at Aug 17 2016 12:00AM.  Notes = ""  Notes:clearance suggested. start training tree for clearance. stop sign clear and visible from driving lane..   BUF Action:Inspect-MTA. date completed - 8/17/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of GOLDEN GATE AVE and BAKER ST,5,Western Addition,"(37.7782995257223, -122.441865650186)",Voice In,
6189693,8/12/2016 19:05,8/17/2016 15:25,8/17/2016 15:25,Closed,"Case Resolved -  Request closed by in Operations system   at Aug 17 2016 12:00AM.  Notes = ""  Notes:tree requires pruning for clearance. street and stop sign..   BUF Action:Inspect. date completed - 8/17/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of GOLDEN GATE AVE and BAKER ST,5,Western Addition,"(37.7782995257223, -122.441865650186)",Voice In,
6189701,8/12/2016 19:07,8/22/2016 23:27,8/22/2016 23:27,Closed,Case Resolved - Request Letter Sent.   letter sent,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_traffic_signal,Intersection of BAKER ST and HAYES ST,5,Panhandle,"(37.7745673486064, -122.441110544076)",Voice In,
6189708,8/12/2016 19:09,,8/24/2016 0:25,Open,accepted,RPD GGP Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of OAK ST and SHRADER ST,5,Panhandle,"(37.7712297778856, -122.452241648513)",Voice In,
6189781,8/12/2016 19:31,8/22/2016 23:27,8/22/2016 23:27,Closed,Case Resolved - 1098,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"851 POST ST, SAN FRANCISCO, CA, 94109",6,Lower Nob Hill,"(37.787221859314, -122.415832838681)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57ae8671df861285ae3f8815/report.jpg
6347841,9/25/2016 7:45,10/17/2016 23:04,10/17/2016 23:04,Closed,Case Resolved - Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Other_enter_additional_details_below,"2765 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.752829521504, -122.418315954162)",Voice In,
6192219,8/13/2016 20:17,9/1/2016 8:25,9/1/2016 8:25,Closed,Case Resolved -,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Vacant_lot_weeding,"2400 CHESTNUT ST, SAN FRANCISCO, CA, 94123",2,Marina,"(37.800075633403, -122.4431796969)",Voice In,
6190066,8/13/2016 1:26,8/22/2016 23:26,8/22/2016 23:26,Closed,"Case Resolved - Request Letter Sent.   sent letter , property belongs to city college on 50 Phelan",DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"242 HAVELOCK ST, SAN FRANCISCO, CA, 94112",7,Sunnyside,"(37.72676703225, -122.446147388396)",Open311,
6190294,8/13/2016 7:33,10/17/2016 16:55,10/17/2016 16:55,Closed,Case Resolved - sent to in-house crews to restake     Notes:restake tree.   BUF Action:Stake. date completed - 9/8/2016.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"42 CASTRO ST, SAN FRANCISCO, CA, 94114",8,Buena Vista,"(37.768414507196, -122.43588855658)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57af2fc7df8626605da89b86/photo_20160813_073319.jpg
6190320,8/13/2016 7:49,8/17/2016 14:30,8/17/2016 14:30,Closed,"Case Resolved -  Request closed by in Operations system   at Aug 17 2016 12:00AM.  Notes = ""  Notes:Letter created.   BUF Action:Inspect. date completed - 8/17/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"268 FAXON AVE, SAN FRANCISCO, CA, 94112",11,Ingleside,"(37.719452332149, -122.460146012267)",Web Self Service,
6190772,8/13/2016 10:54,,8/13/2016 10:54,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"1875 GEARY BLVD, SAN FRANCISCO, CA, 94115",5,Western Addition,"(37.7839399136, -122.434138812691)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57af5eb9df8626605da8a162/photo_20160813_105347.jpg
